exp_id,company,start_year,years,role
1483,India Mortgage Guarantee Corporation Pvt. Ltd,2000,2004,radiation therapist
1484,Baker Hughes - The Network,2002,2007,analista de suporte
1485,Kent Ro Systems,2001,2005,masters student
1486,intellicon,2003,2007,directeur d'agence
1487,Sarvyaampanna System Solution Pvt Ltd,2003,2008,receptionist
1488,Atos Pvt Ltd,2007,2008,beauty therapist
1489,Ushta Te HR Consultancy Services LLP,2004,2006,customer service representative (csr)
1490,Incaendo Technologies Pvt. Ltd,2002,2005,instrumentation engineer
1491,Elets Technomedia Pvt Ltd,2003,2008,kitchen assistant
1492,Medefusion Technology Solutions Pvt. Ltd.,2002,2007,director of public relations
1493,DataRPM,2005,2010,cake decorator
1494,client of aaims HR Services,2002,2007,nothing
1495,3Leads Resources India Pvt. Ltd.,2003,2005,admissions
1496,Prime Recruitment Services Pvt Ltd,2003,2005,owner/partner
1497,Nisum Consulting Pvt. Ltd,2002,2007,eng
1498,MLM SOFTWARE SOLUTIONS,2005,2010,customer account manager
1499,Yashoda Superspeciality Hospitals,2001,2003,service supervisor
1500,BAUER Corporate Services Private Limited,2002,2007,docente invitado
1501,Loalith Manpower Services Pvt Ltd,2003,2005,property accountant
1502,Ashkom Media India Private Limited,2003,2005,practicum student
1503,Humac Solutions Pvt Ltd,2006,2011,arquiteto
1504,Chakde TV,2002,2005,head of design
1505,Provizor IT Services Pvt Ltd,2007,2009,photography
1506,iData India Medical Documentation Pvt Ltd,2001,2006,technical architect
1507,BA Continuum India Pvt. Ltd.,2001,2002,marketing project manager
1508,Headout,2003,2006,senior java developer
1509,KRUTI SYSTEMS,2002,2007,assistant commercial
1510,J9 Ventures,2005,2010,middle school teacher
1511,uber,2003,2005,responsable de secteur
1512,Tracon Export Services Pvt. Ltd,2001,2006,diseñador
1513,Netra Technologies.,2015,2020,coordinador
1514,Intellitots,2005,2010,owner and founder
1515,Imperia Health Pvt. Ltd,2008,2010,butikschef
1516,dimenZion3 Talent Consulting LLP,2008,2010,head cashier
1517,Health Sanctuary,2002,2007,atencion al cliente
1518,Max Neeman International,2001,2002,clinical pharmacist
1519,HP Inc.,2001,2005,tax intern
1520,Trowano Avenues,2004,2006,seo analyst
1521,"Quotient, Inc.",2003,2005,assistante ressources humaines
1522,Merajobindia,2003,2008,health and safety manager
1523,Web World Developer Technologies (P) Ltd,2001,2005,firmware engineer
1524,FCC Tourism Services,2000,2005,trainee
1525,KeyPoint Technologies India Pvt Ltd.,2000,2005,asesor comercial
1526,wildnet technologies pvt. ltd.,2005,2010,caixa
1527,Ebix Software India Pvt. Ltd,2006,2011,key account manager
1528,PRATHAM VISION,2004,2006,electrical apprentice
1529,QualityKiosk,2003,2008,educadora
1530,HIMLOK INTERNATIONAL CONSULTANTS,2003,2006,finance director
1531,ELEVATE SERVICES INDIA PRIVATE LIMITED,2004,2006,senior tax associate
1532,Vizexperts India Private,2005,2006,sales lead
1533,Logicsoft International Private Limited?,2003,2005,risk manager
1534,Mobinius Technologies Pvt.Ltd,2007,2008,application developer
1535,MGM Beach Resorts - Chennai,2008,2013,sælger
1536,infosage systems (india) Pvt Ltd,2004,2009,studentische hilfskraft
1537,TechnoBuddy,2006,2011,interior architect
1538,Krishan L. Swami and Associates,2009,2014,front of house manager
1539,Tipp Mobile Solutions Pvt Ltd.,2004,2008,student advisor
1540,TalentPro India HR Private Ltd.,2005,2010,revisor
1541,SHIVAM AUTOZONE INDIA PVT LTD,2004,2009,digital marketing coordinator
1542,SP Software (P) Limited,2002,2005,data engineer
1543,K Tree Computer Solutions (i) Pvt Ltd.,2001,2006,lead
1544,Skyhigh Networks,2000,2001,chief commercial officer
1545,FrogIdeas,2005,2010,sales floor team member
1546,M K Auto Clutch Industries,2001,2003,sound engineer
1547,Cairn Martin,2005,2010,director de arte
1548,Mojos Bistro - Vashi - Navi Mumbai,2008,2013,teachers aide
1549,Aaram Shop Pvt Ltd,2006,2011,bedrijfsleider
1550,National Anti Doping Agency,2000,2005,restaurant manager
1551,Dell,2007,2012,praktikant
1552,Xsilica Software Solutions Pvt. Ltd.,2004,2007,organisational development
1553,Soft Suave Technologies Pvt Ltd.,2000,2001,graphiste
1554,Holiday Inn Mumbai International Airport,2001,2005,intelligence analyst
1555,Aasaan Retail Private Limited,2003,2006,sales area manager
1556,Benetton Asia Pacific Limited,2002,2007,analyst programmer
1557,INTERVIEW MASTER,2003,2006,human resource generalist
1558,ThinkingTree Consulting Pvt. Ltd.,2002,2006,vice president of human resources
1559,Cosy Tree Pvt. Ltd,2006,2009,facilities coordinator
1560,IT Shastra (India) Pvt. Ltd,2002,2004,orientation leader
1561,AT and T Global Business Services India P. Ltd.,2002,2007,executive coordinator
1562,Allegro Solutions,2015,2018,analista de negócios
1563,Routofy Services Pvt. Ltd,2004,2009,financial manager
1564,YOUR LIFESTYLE PRIVATE LIMITED,2002,2007,staff nurse
1565,Micromatic Machine Tools Pvt Ltd,2002,2006,contenidos
1566,Lanxess India Pvt. Ltd,2010,2015,customer support
1567,Unistanz Software Private Limited,2003,2008,diretor executivo
1568,Innovis Telecom Services Pvt. Ltd.,2003,2006,human resources intern
1569,TEACHWELL INSTITUTE,2001,2003,technical director
1570,MFX Services,2001,2003,postgraduate student
1571,Quality Engineering Software Technologies Pvt. Ltd.,2002,2007,program administrator
1572,zNoow Technologies Pvt. Ltd,2002,2007,post-doc
1573,eMudhra Consumer Services Ltd.,2002,2007,practical
1574,CellOS Software Systems Pvt Ltd.,2008,2011,ejecutivo de cuentas
1575,Cadmaxx Solution,2004,2006,verkaufsleiter
1576,Triumph Systems and Solutions Pvt. Ltd,2002,2007,project management consultant
1577,CAPMATRIX TECHNOLOGIES,2004,2006,secretaria administrativa
1578,HMS Host Services India Pvt Ltd,2004,2006,client
1579,Harvest Gold Industries Pvt Ltd,2004,2008,managing director
1580,Precise Logistics Solutions,2001,2002,banquet manager
1581,Sukhvarsha Management Services Pvt. Ltd.,2004,2006,comprador
1582,Oakwood Premier Prestige Bangalore,2005,2010,sales support representative
1583,Husys,2003,2005,customer care representative
1584,Analytics Quotient Services India Private Limited,2005,2006,worker
1585,Oodles Technologies Pvt Ltd,2000,2000,professor emeritus
1586,NITYANAND INFRASTRUCTURE LIMITED,2004,2009,account supervisor
1587,St. Columbus School,2005,2008,retail sales manager
1588,De Core Science & Technologies Ltd,2001,2003,senior analyst
1589,Novo Nordisk Centre (India) Pvt Ltd,2002,2007,academic tutor
1590,Aarch Solutions,2001,2003,information technology manager
1591,Texas Instruments (India) Ltd.,2002,2007,derivatives
1592,Nexus Creations,2007,2008,cameraman
1593,IDrive Software (India) Private Limited,2000,2002,head of department
1594,PrimeSoft Solutions,2000,2003,owner / president
1595,Acmatix Solutions Private Limited,2006,2011,owner/ operator
1596,Investors Clinic Infratech Pvt ltd,2004,2009,equipment engineer
1597,Giftech Software Solutions Pvt Ltd,2003,2008,jovem aprendiz
1598,Apps Solutions Inc,2000,2001,student mentor
1599,quaero,2005,2007,guest service agent
1600,Altura Consulting (P) Ltd,2003,2007,customer relations manager
1601,Samiti Technology Inc.,2000,2004,amministratore delegato
1602,CBSI India Pvt. Ltd.,2002,2007,admin
1603,Pioneer Investcorp Ltd,2002,2007,songwriter
1604,PosterGully.com,2007,2008,principal owner
1605,MarketShare,2003,2007,administratör
1606,Jivox Software,2002,2005,litigation paralegal
1607,Umrao Hotels Resorts Pvt Ltd.,2000,2000,reconciliation
1608,Techflow Engineers (I) Pvt. Ltd,2005,2007,clinical social
1609,Relevance Lab Inc,2000,2005,senior clinical research associate
1610,Universal Carbons (India),2001,2002,gis specialist
1611,Solve Zone,2002,2007,construction project manager
1612,BLUE DIGITAL MEDIA PVT LTD,2013,2023,chofer
1613,ikonTel,2008,2012,accounts assistant
1614,Synophic Systems Pvt. Ltd,2003,2005,customer service engineer
1615,PAN India Recruiters,2003,2008,professional musician
1616,PropGod,2002,2006,tax consultant
1617,Social Wavelength,2002,2005,consultant senior
1618,Fleaffair,2002,2004,founder ceo
1619,TeriMeriChoice,2012,2015,lead designer
1620,Crompton Greaves Limited,2003,2006,social media manager
1621,RA Info,2003,2008,encargada
1622,3D CONSULTANTS,2002,2006,teaching fellow
1623,Perficient India Private Limited,2002,2005,estilista
1624,KESTE,2004,2009,customer assistant
1625,Zaakpay.com.,2001,2004,civil engineering
1626,Nasser Overseas Consultant,2000,2004,senior quantity surveyor
1627,Master's Software Group,2000,2002,head of marketing
1628,Maveric Systems Limited,2000,2003,it project manager
1629,Sterling Auxiliaries Private Limited,2002,2005,payroll supervisor
1630,Gravitas,2005,2010,training
1631,Flipper Clipp Power Systems Pvt Ltd,2008,2010,dhs human services
1632,Dalmia Bharat Limited,2008,2010,asistente administrativo
1633,IT Limited Hotel Division,2003,2007,medical scribe
1634,ANUGRAH,2002,2004,test engineer
1635,Staff infotech services,2001,2004,analista
1636,Avaap,2002,2005,dispatcher
1637,Glim Technologies,2004,2005,deputy manager
1638,People Value Consulting,2014,2024,voorzitter
1639,Educomp Raffles Higher Education Ltd.,2004,2008,nursing supervisor
1640,NETSCAPE INDIA PVT. LTD.,2012,2016,marketing consultant
1641,OSSCube Solutions Ltd,2001,2003,senior programmer
1642,creaa designs,2002,2005,research associate
1643,AIETS,2001,2005,operaria
1644,Vishwa Vidyapeeth,2001,2004,front office receptionist
1645,Mahendra Buildways Pvt. Ltd,2005,2009,product design engineer
1646,GRC CAREER CONSULTANTS PRIVATE LIMITED,2002,2005,agente
1647,Signature Staff India Pvt. Ltd.,2005,2010,senior quality engineer
1648,SKIL Travel,2004,2009,government
1649,Vuclip,2003,2008,business banker
1650,MakeMyTrip.com,2003,2006,business process analyst
1651,HyFun Foods,2004,2006,teachers assistant
1652,1mg,2001,2005,building manager
1653,Xillon Infotech,2001,2003,gerente de proyecto
1654,Optomech Engineers Pvt. Ltd,2000,2005,information analyst
1655,Shashidhar Films- Startup,2005,2008,gerente propietario
1656,Cameo Corporate Services Limited,2002,2005,translator
1657,TBS INDIA Telematic Biomedical Services Pvt Ltd,2001,2004,pipefitter
1658,ISANGO INDIA PVT. LTD.,2007,2010,ceo/owner
1659,Swan Solutions & Services Pvt. Ltd.,2002,2005,communication
1660,webenza india pvt ltd,2002,2006,projektledare
1661,YOGAM BPO,2004,2006,mba candidate
1662,International Justice Mission,2003,2008,infrastructure engineer
1663,Allans Placement services,2004,2006,hvac technician
1664,GEEK CREATIVE AGENCY,2006,2008,collections
1665,Elmeasure India Private Ltd.,2004,2007,administrative support
1666,Wissen India Private Ltd,2003,2007,research officer
1667,DeepRoot Linux Pvt. Ltd.,2005,2009,speech-language pathologist
1668,Ikya Human Capital Solutions Pvt Ltd,2001,2005,supervisor de mantenimiento
1669,SHOPSANDHOMES.COM,2004,2008,board member
1670,B.C Shetty & Co.,2010,2015,company commander
1671,Techdew Groups,2002,2003,research consultant
1672,Ptex Solutions,2009,2013,education assistant
1673,Focus Educare Pvt Ltd,2004,2007,senior interior designer
1674,DHRUTHI INFRA PROJECTS LTD,2000,2005,staffing specialist
1675,Elegensse Corporation,2001,2003,funcionário público
1676,Two55am Studio Pvt Ltd,2002,2007,directiesecretaresse
1677,ParentsSquare,2005,2007,operario
1678,Exdion Solutions Pvt. Ltd.,2002,2007,intercedent
1679,QGraph,2005,2010,advisory board member
1680,Berelabs Llp,2003,2005,notary public
1681,"Megaware, Inc.",2005,2010,pharmacy technician
1682,Kool-ex Cold Chain Limited,2004,2009,catering sales manager
1683,Damco Solutions P. Ltd.,2003,2005,senior audit associate
1684,Karma Industries Limited,2010,2014,support worker
1685,Nextstag Communications Pvt. Ltd.,2003,2006,accounting officer
1686,CropIn Technology Solutions Pvt. Ltd,2000,2002,small business owner
1687,Infotech Global India Ltd.,2002,2005,assitant manager
1688,First Step Studio,2001,2005,counsellor
1689,Bloom Consulting Services,2003,2005,engenheiro civil
1690,AdeptCoders Pvt. Ltd,2002,2007,data architect
1691,Glamy,2003,2005,press operator
1692,Agility E Services Pvt. Ltd.,2005,2007,clinical instructor
1693,Goldfinch Mobile Solutions Pvt. Ltd.,2003,2005,ingénieur commercial
1694,GI Staffing Services Pvt. Ltd,2004,2007,front desk supervisor
1695,Sankhya Infotech Limited,2004,2009,information systems manager
1696,HR Trendz Pvt. Ltd.,2004,2009,press officer
1697,Treebo Hotels,2001,2006,master student
1698,SIS Prosegur Holdings Private Limited,2002,2006,application engineer
1699,Pidilite Industries Ltd,2002,2003,owner / manager
1700,Almoe digital Solutins Pvt Ltd,2002,2006,line producer
1701,BMS Innolabs Software Pvt. Ltd,2001,2006,senior solutions architect
1702,New Rubric Solutions,2001,2003,operations lead
1703,Auth Bridge Research Services Pvt. Ltd.,2003,2008,head of sales and marketing
1704,NSD Tech,2005,2007,programmation
1705,GRACE SYSTEM TECHNOLOGY LABS (INDIA) Pvt. Ltd.,2002,2007,deli clerk
1706,Levia Technologies,2008,2010,senior product engineer
1707,Nowfloats Technologies Pvt Ltd,2003,2005,market research intern
1708,Sourcebits Technologies (P) Ltd,2001,2004,head bartender
1709,Akrsk,2004,2008,second grade teacher
1710,Meeting Minds,2003,2008,sales team leader
1711,ANRI SOLUTIONS HR SERVICES PVT LTD,2006,2009,purchase agent
1712,Kelly Services India Pvt. Ltd.,2003,2004,project accountant
1713,GoldLeaf Corporation,2000,2003,field director
1714,Sidjobs Consultancy,2003,2008,leasing specialist
1715,Xecutesmart,2003,2006,staff sergeant
1716,Provab Technosoft Pvt Ltd,2005,2010,student caller
1717,Clay Telecom Pvt Ltd.,2003,2005,director of food and beverage
1718,Teach For India,2006,2011,responsable
1719,Intellifour Software Pvt Ltd,2002,2003,staffing coordinator
1720,Endeavour Software Technologies,2000,2003,market analyst
1721,Peopledge Consulting LLP.,2001,2002,présidente
1722,Maximaa Systems Ltd.,2006,2011,collaboratore
1723,Park Plaza Hotel,2002,2004,call center supervisor
1724,SURYA SOFTWARE SYSTEMS PVT.LTD,2007,2010,teamleider
1725,Futuronix Automation (P) LTD,2005,2008,recruiting specialist
1726,Yos Technologies Private Limited,2007,2012,installer
1727,HRSQUARE,2002,2004,sales
1728,Orchids The International School,2003,2008,accounting department
1729,Orbitz Corporate and Leisure Travels (I) Pvt Ltd,2001,2003,audit manager
1730,Convenient Construction and Consultancy Private Limited,2003,2005,financial director
1731,PICKME eSolutions India Pvt. Ltd.,2005,2008,outros
1732,JOB SECURE,2005,2010,contratista
1733,i BIKX Technologies Pvt. Ltd.,2015,2022,audiologist
1734,SKAN DbyDx Software Pvt Ltd,2005,2010,apprentice electrician
1735,Puretech Internet Pvt. Ltd.,2005,2010,conseiller clientèle
1736,Appvigil,2007,2012,ayudante
1737,International Travel & Tourism Academy,2001,2004,biomedical engineer
1738,stryker,2002,2005,tax professional
1739,Skill ventory,2008,2010,counsel
1740,TechnologiesIndia,2003,2007,senior lawyer
1741,stayglad,2005,2010,auditor
1742,Industrybuying.com,2010,2015,legal trainee
1743,Surendra Buildtech Private Limited,2005,2007,hairdresser
1744,Booyah Chicago,2006,2011,bagger
1745,Synergy Consultants,2006,2008,sales negotiator
1746,Exito HR Solution Pvt. Ltd.,2010,2012,board of advisors member
1747,Twitter,2001,2006,ingeniero industrial
1748,K M V Projects Ltd,2003,2005,restaurant supervisor
1749,SunHill Systems Private Limited,2003,2008,lead teller
1750,paxcel technologies,2010,2012,crew
1751,Hyundai Motor India Limited,2008,2010,empleado en prácticas
1752,Jobzz Planet,2000,2005,interior design intern
1753,ICA Edu Skills Pvt Ltd,2003,2005,accounts receivable
1754,CareerNet Consulting,2002,2005,research internship
1755,Apex TG India Pvt. ltd,2006,2011,front office
1756,Confianza Executive Search Solutions,2010,2013,support intern
1757,LiveOnGo,2008,2009,filmmaker
1758,Moldtek Technologies Limited,2002,2004,litigation associate
1759,Cenergy MaxPowerPvt. Ltd.,2003,2005,senior assistant
1760,Diginoc,2002,2005,account
1761,Overture Rede Private Limited.,2010,2015,stock clerk
1762,Concoct Human Resource Practioners India Pvt Ltd,2005,2010,procurement
1763,TRH Consultancy Services,2002,2003,work placement
1764,Cytel Statistical Software & Services Pvt. Ltd.,2002,2004,microbiology researcher
1765,Corps9 Corporate Solutions,2000,2002,civil servant
1766,Yinyang Solutions,2002,2005,apprentice
1767,Infosearch BPO Services Pvt Ltd,2001,2003,estudante universitário
1768,Renesas Electronic India Private Limited.,2005,2010,credit controller
1769,Globus IT Inc,2000,2005,brand manager
1770,IT By Design,2002,2003,sales operations manager
1771,Best RPO,2000,2000,senior research analyst
1772,KNS Techonologies Pvt Ltd,2002,2007,ingegnere
1773,Aegis Associates Pvt Ltd,2001,2006,co-manager
1774,UCC TOURISM SERVICES PVT. LTD,2002,2005,customer service
1775,AIRPOST INDIA,2004,2009,analista de processos
1776,Sydata Consulting India Pvt Ltd,2000,2002,gerente de operações
1777,Waays and Solution,2007,2010,chartered accountant
1778,Tagit India Pvt Ltd,2005,2010,senior technical support engineer
1779,Vinamrata's Make-up Garden,2006,2011,admin executive
1780,Webfosys Networks Pvt Ltd,2000,2001,project architect
1781,"Abhiksha Corporate Solutions Pvt Ltd,",2000,2002,aux administrativo
1782,CareerMate,2003,2007,emergency room rn
1783,Onboard HRServices LLP,2002,2005,hotline
1784,Map My Talent,2000,2001,health care assistant
1785,Delhi Infratech Limited,2004,2008,campaign manager
1786,Team Player HR Solutions,2007,2009,mice
1787,Renault Nissan Technology Business Centre India Pvt Ltd,2002,2005,sports writer
1788,Head source Solutions,2003,2005,food service
1789,Rebaca Technologies Pvt. ltd.,2005,2008,medical secretary
1790,Xilinx India Technology Services Pvt. Ltd.,2002,2006,product development manager
1791,Shaadi-e-Khas,2002,2007,executive director
1792,MYK Schomburg,2010,2015,surgeon
1793,Live connections,2000,2005,regional coordinator
1794,SimplySane Consumer Solutions,2001,2003,usher
1795,TRANS GNX,2002,2004,help desk technician
1796,Sharanya Narayani International School,2005,2010,vp sales
1797,Ample Technologies Pvt Ltd,2000,2005,quality assurance coordinator
1798,Linkwell Telesystems Pvt. Ltd,2001,2003,chef d'équipe
1799,AMETEK Inc,2005,2008,channel account manager
1800,Achievers Spot,2005,2008,writer
1801,ELEGENSSE CORPORATION,2002,2005,technical sales engineer
1802,Park Controls & Communications Ltd,2005,2008,portfolio analyst
1803,Edwise International Overseas Education Consultant,2004,2009,esl instructor
1804,InfoPro India Pvt Ltd,2010,2013,gestor de área
1805,TransTech LogicSoft Pvt Ltd.,2000,2000,vp marketing
1806,ISkills Solutions,2006,2011,mediator
1807,Portescap (Danaher),2001,2004,make-up artist
1808,REMI ELEKTROTECHNIK LIMITED,2002,2003,sap human resources
1809,Axisvation Technologies Pvt. Ltd.,2002,2007,graphic and web designer
1810,AES Cybernetics Pvt. Ltd,2002,2007,marketing manager
1811,Votary Softech Solutions Pvt. Ltd.,2004,2009,karyawan
1812,SnapShopr - Startup,2003,2008,senior
1813,Aster HR Solutions Private Limited,2003,2004,family physician
1814,confidential,2000,2002,manufacturing supervisor
1815,Kaya Limited,2003,2004,department supervisor
1816,SA Technologies,2001,2003,advertising consultant
1817,Mildly Classic Technologies Pvt Ltd,2003,2006,executive assistant
1818,Montage Innovations Pvt Ltd,2003,2006,manager accounts
1819,TalPro,2005,2010,electrical technician
1820,TechAlliance IT Services Pvt. Ltd.,2003,2005,practicante
1821,Gyan Web Solutions Pvt Ltd.,2005,2008,wissenschaftlicher mitarbeiter
1822,Hanna Equipments (India) Pvt. Ltd.,2005,2008,president and founder
1823,CloudGen Sys P ltd,2010,2015,senior marketing manager
1824,Sj Online Solutions,2002,2004,field officer
1825,ASAPP Media Pvt Ltd,2001,2006,software engineer internship
1826,"webappclouds, llc",2001,2005,senior research fellow
1827,SVN System Technologies,2001,2004,third grade teacher
1828,Antrors HR Solutions,2000,2002,deputy general manager
1829,HR Ace,2008,2013,java developer
1830,Path Infotech Ltd,2006,2009,handyman
1831,Songdew Media Pvt. Ltd.,2002,2005,marketing officer
1832,MTech India Pvt. Limited,2002,2006,sr sales executive
1833,Markit India Services Private Limited,2008,2010,systems analyst
1834,SUPERIOR TALENT INDIA PRIVATE LIMITED,2006,2009,telecommunications executive
1835,CIEL HR Services Pvt Ltd,2003,2005,fotograf
1836,City Innovates Pvt Ltd.,2005,2010,it specialist
1837,TING,2003,2005,analista de recursos humanos
1838,Wysetek Systems Technologists Pvt. Ltd.,2000,2005,electronics engineer
1839,Metascope Services,2001,2004,executive editor
1840,MRSS,2004,2009,verkäufer
1841,selinis software pvt ltd,2004,2009,owner operator
1842,JPMorgan Chase,2004,2006,internship trainee
1843,Jobline Consultants India Pvt. Ltd.,2001,2006,electrician
1844,Headhuntersinc Consultancy Private Limited,2010,2015,finance supervisor
1845,R Systems International Ltd.,2007,2012,bank officer
1846,client of rivieraconsultants,2000,2001,packaging engineer
1847,TeamTeknik,2004,2008,diretor técnico
1848,AffiLeads.in,2005,2010,professor
1849,Brunel India Pvt Ltd,2000,2005,finance intern
1850,London School of International Business,2006,2008,técnico comercial
1851,executive-teams.com,2003,2005,eletricista de manutenção
1852,Flexsin Technologies Pvt Ltd,2006,2011,phd student
1853,Magic Bus,2003,2005,shipping coordinator
1854,Vertigo India Food and Beverages,2001,2003,clinical social worker
1855,HealthCare Global Enterprises Ltd,2004,2008,diseñador gráfico
1856,Venus Placements,2002,2006,student research assistant
1857,Mindpool Technologies Pvt Ltd.,2001,2004,it system administrator
1858,Ammos Software Technologies Pvt. Ltd.,2005,2008,assembly
1859,Sirez Ltd.,2003,2008,customer relationship manager
1860,IT LABS,2004,2006,chef d'entreprise
1861,Global BPO,2002,2007,chief financial officer
1862,MICKEY MEHTA 360,2003,2005,athlete
1863,OpenLX TECHNOLOGIES PVT. LTD.,2010,2015,chief human resources officer
1864,360 Degree Engineering & Consulting Services Limited,2004,2007,research and development
1865,Aqua Excel,2001,2006,srengineer
1866,Alpharithm Technologies Private Limited,2002,2005,asesora comercial
1867,TopYaps.com,2002,2007,claims representative
1868,Prowareness Software Services Private Limited,2005,2010,senior human resources manager
1869,Subhashini Software Solutions Inc,2003,2005,postdoctoral fellow
1870,GGK Technologies,2002,2006,engineer
1871,OMLogic Consulting,2006,2010,autonoma
1872,HiTech Placements,2002,2007,lawyer
1873,Corporate Stalwarts,2003,2005,estoquista
1874,Master's Software Group.,2009,2014,strategic account executive
1875,Mistral Solutions Pvt. Ltd,2007,2010,nenhum
1876,Varite,2000,2002,nursing student
1877,eSSecom Pvt. Ltd,2000,2003,front office coordinator
1878,Vision Beyond Corporation,2005,2008,director of sales & marketing
1879,ESQ Management Solutions Inc.,2003,2006,cameriera
1880,Bikanervala boutique,2002,2004,senior clerk
1881,"KnoahSoft, Inc.",2000,2004,mechanical design engineer
1882,BigTree Entertainment,2007,2010,geschäftsführer
1883,SFO Technologies Pvt. Ltd.,2002,2005,construction superintendent
1884,Coextrix Technologies Pvt Ltd,2004,2006,sales staff
1885,Stalinds,2007,2012,guidance counselor
1886,Focus Edu Care Inc,2008,2013,senior sales
1887,Digite Infotech Pvt Ltd.,2002,2007,technology manager
1888,celmax kbs powercare tehnologies private Limited,2005,2007,heavy equipment operator
1889,NISOS TECHNOLOGIES,2006,2011,exercise physiologist
1890,Incisive Research Pvt Ltd.,2003,2005,project specialist
1891,AERONUBE TECHNOLOGY PRIVATE LIMITED,2007,2012,various roles
1892,Alivenow,2005,2007,client manager
1893,AXA Assistance India Private Limited,2003,2006,supervisor administrativo
1894,Cylsys Software Solutions Pvt. Ltd.,2002,2004,coordenador de
1895,Reliason Solutions Ltd,2004,2009,militar
1896,Savy Hr Management,2003,2008,fleet manager
1897,Resource360,2003,2005,system administrator
1898,Motivity Labs (P) Ltd.,2000,2004,medical director
1899,Tejora Technologies Limited,2000,2003,commercial sales manager
1900,Dream Jobz Consulting,2015,2020,assistant product manager
1901,"Solix Technologies, Inc.",2008,2013,supply chain intern
1902,HR Dawn,2001,2005,exploration
1903,ARV Holidays Pvt Ltd,2001,2003,customer service supervisor
1904,Resource Weaver,2018,2020,pedagoga
1905,Fore Brain Tecnologies Pvt Ltd,2002,2007,platoon sergeant
1906,Aceline Tech Solutions Pvt. Ltd.,2004,2008,agente administrativo
1907,Praaxis Consultants,2000,2001,employed
1908,Brainstorm Technologies,2005,2007,receiving clerk
1909,Surpluss,2003,2007,shop manager
1910,India Skills Pvt Ltd,2002,2004,asesor financiero
1911,Interocean Shiping Co.,2003,2004,media consultant
1912,JTG Infotech Services Pvt. Ltd,2000,2004,technico commercial
1913,Mintlogix Solutions Pvt. Ltd.,2008,2010,desktop support specialist
1914,Ruckus Wireless Pvt. Ltd.,2008,2013,developer
1915,Xerago E-Biz Services Pvt Ltd,2009,2014,co-director
1916,Optime Info Services Pvt Ltd,2002,2004,media coordinator
1917,Freelancer USA,2000,2002,visual designer
1918,Scope International,2001,2004,service coordinator
1919,Keste Software Pvt. Ltd.,2002,2005,service specialist
1920,V4 Solutions Staffing Firm,2003,2008,office manager
1921,Byteridge Software Pvt. Ltd,2002,2006,web administrator
1922,Kaivalya Yoga school,2001,2003,consulting
1923,Positive Plastics Private Limited,2005,2010,intake coordinator
1924,Sanumas Solutions,2003,2008,juriste
1925,Odyssey India Ltd,2002,2004,information technology intern
1926,Fanuc India Private Limited,2004,2005,property management
1927,Everest Edusys & Solutions Pvt. Ltd,2002,2006,gerente administrativa
1928,Rivigo Services Private LImited,2002,2007,ramp agent
1929,Samartha Infosolutions Pvt Ltd,2008,2013,financial officer
1930,NGA HR India Pvt Ltd,2002,2004,genel müdür
1931,Ascent Staffing Solutions Pvt Ltd,2002,2003,agent administratif
1932,NetZealous Services India Pvt Ltd,2002,2007,engineering/technical
1933,Paix Technology Pvt. Ltd,2002,2007,customer services manager
1934,EINS Inst of Mgmnt Technology & Research Pvt Ltd,2002,2007,service representative
1935,"The Grand, New Delhi",2008,2010,scientist
1936,CLIENT OF IQuest Solutions,2002,2004,relationship officer
1937,wellscube,2001,2006,environmental engineer
1938,TARAhaat,2002,2003,business systems analyst
1939,Tech Plaastic Industrie Private Limited,2005,2008,balconista
1940,Pulse Pharmaceuticals Pvt. Ltd.,2000,2001,journeyman
1941,IYUNO Media Group,2010,2015,medical laboratory scientist
1942,Jobnath,2002,2005,claims analyst
1943,TRUCKSUMO,2002,2007,key account executive
1944,Effigent Technologies,2004,2008,quality auditor
1945,Point Pumps,2004,2006,senior civil engineer
1946,Madhucon Granite Ltd,2004,2009,engineering intern
1947,ITEN Softech Solutions Private Limited,2005,2008,operations technician
1948,Ceasefire Industries Ltd.,2002,2004,territory manager
1949,Akhilesh Recruitment Solutions LLP.,2005,2008,vp finance
1950,Ojas Innovative Technologies,2007,2010,food service director
1951,TEKsystems Global Services,2002,2007,creative consultant
1952,S2 Infotech Pvt Ltd,2004,2009,regional manager
1953,Clay Logix (India) Pvt Ltd,2012,2015,everything
1954,Piramal Glass Ltd,2005,2007,athletic trainer
1955,Accion labs India Private Limited,2001,2004,directora comercial
1956,FireEye CyberSecurity Pvt Ltd,2003,2005,student volunteer
1957,Bash,2003,2008,information technology influencer
1958,MOI RETAIL PRIVATE LIMITED,2005,2010,city manager
1959,Aditech IT and Consultancy Services Pvt Ltd,2002,2007,técnico em segurança do trabalho
1960,MEENAKSHI ASSOCIATES (P) LTD,2004,2006,praktikantin
1961,Collateral Medical Pvt Ltd,2004,2006,senior service engineer
1962,Gateway Solutions,2010,2012,sergeant
1963,Landmark Insurance brokers Pvt. Ltd.,2003,2008,environmental scientist
1964,Raksha TPA Private Ltd.,2002,2005,legal advisor
1965,Gold Leaf Holidays,2001,2003,account clerk
1966,Carrier Midea India Pvt.Ltd.,2000,2003,senior electrical engineer
1967,Vepsun Technologies Private Limited.,2002,2004,freelance reporter
1968,Learning Mate Solutions Private Limited,2002,2004,freelance videographer
