exp_id,company,year1,year2,role
1597,Buzzworks Business Services Pvt Ltd.,10,15,facilitator
1598,SoftNice,3,6,administrativo de oficina
1599,EASI LLC,2,5,administrative associate
1600,K.R.Mangalam,4,6,vice president sales
1601,Ascent iQ staffing business solution,2,4,customer services manager
1602,Khosla Ventures,0,5,bartender
1603,Dignity Consultants,1,4,promotora de vendas
1604,Veom Infotech Private Limited,5,8,diploma
1605,GetMyParking,3,5,yoga teacher
1606,Foiwe Info Global Solutions,3,6,management
1607,DHFL Pramarica Life Insurance Company,7,12,vice president and general manager
1608,BMS Innolabs Software Pvt. Ltd,0,2,real estate salesperson
1609,Neweland Technologies Pvt. Ltd.,1,4,stage manager
1610,The Nielsen Company,5,10,faculty member
1611,Swan Tours,0,2,counter manager
1612,eSSecom Pvt. Ltd,1,6,ophthalmologist
1613,HCL TSS,5,8,executive director
1614,Symec Engineers (India) Pvt Ltd,1,2,estudiante
1615,SERIAL MICROELECTRONICS PTE LTD,2,4,pricing analyst
1616,Harsha IT Ventures,2,4,york city
1617,Holidays World India,2,6,pharmacien
1618,rdpromos.com,3,4,fitness trainer
1619,Brainstorm Technologies,0,2,pathologist
1620,Hanu Reddy Realty India Pvt.Ltd.,2,7,account supervisor
1621,Housefull International limited,0,5,quality control specialist
1622,One97 Communications Limited,1,2,change manager
1623,iSTAR Skill Development Private Limited,2,5,architecte
1624,ISF Industries Private Limited,8,10,director of finance
1625,Pyoginam,1,2,project assistant
1626,Bally Technologies (A Scientific Games Company),6,11,procurement assistant
1627,Black & White Business Solution,5,10,technical architect
1628,Teradata India Private Limited,18,28,vp of sales
1629,Startup - iService,2,7,retail sales
1630,Sway Techno Solutions Pvt. Ltd.,10,12,student consultant
1631,Central Depository Services (India) Ltd.,5,10,finance coordinator
1632,Startup - Singulariti.ai,1,3,corporate accountant
1633,MPower Softcomm Pvt. Ltd.,3,6,science teacher
1634,Globallogic India Ltd.,5,10,doctor of chiropractic
1635,LeadSquared,0,3,pedagoga
1636,VIOLET3D,2,4,instrutor
1637,InteractCRM,7,12,freelance consultant
1638,IHG IT Services (India) Pvt. Ltd,2,3,ondernemer
1639,Estrella,4,9,revisor
1640,Acron Hospitality (ITC Fortune Acron Regina),1,6,executive assistant to ceo
1641,symptum,0,3,becario
1642,Vbeyond Pvt. Ltd,2,7,production manager
1643,ADiRA Inc,0,2,shipping clerk
1644,Digilogic Systems Pvt. Ltd.,3,8,socio gerente
1645,Australia based company,4,9,work study
1646,Umana HR,0,4,commerce manager
1647,Excel Enterprises,2,4,business assistant
1648,Tessolve services pvt ltd,8,13,auxiliar de contabilidad
1649,Arris India Private Limited,0,5,siniestros
1650,Swaran Soft Support Solutions Pvt. Ltd.,8,12,property consultant
1651,Lepton Software Export Research Private Limited,10,20,purchasing specialist
1652,Tetrasoft India Private Limited,4,9,desktop support technician
1653,Lite Placement Solutions,5,10,technology director
1654,IPWT Group India,3,5,technical service engineer
1655,Accord Manpower Services,1,6,graduate engineer trainee
1656,Perfect Placer,3,8,presenter
1657,Futuronix,2,7,technology coordinator
1658,Image Consulting Business Institute,12,16,senior marketing executive
1659,IMRB International,2,4,freelance
1660,Exdion Solutions Pvt. Ltd.,0,5,business development representative
1661,Hi-Tech Air Power Pvt Ltd,6,8,clinical director
1662,Back office shared services (India) Private Ltd,6,8,bi developer
1663,Greenvision Technologies Pvt. Ltd,4,9,säljare
1664,Fabelizer Inc.,5,10,engineering consultant
1665,WebDev Inc,6,9,assistant consultant
1666,MIRUM,7,10,gerente de produção
1667,Avaamo - Startup,4,9,commessa
1668,Bull Eye Consulting Partners,0,3,business development assistant
1669,Asmaitha Wireless Technologies Pvt Ltd,8,12,ceo & co-founder
1670,Reputed System Integration Company,4,9,engineering assistant
1671,3i Infotech Limited,0,1,investment advisor
1672,Sirveen Control Systems Pvt Ltd,2,7,web manager
1673,Pharm-Olam International India Pvt. Ltd,4,9,general secretary
1674,Rama Events Pvt Ltd.,9,12,sr developer
1675,MITYUNG Infotech (P) Ltd,6,10,vakkenvuller
1676,United Drilling Tools Ltd,4,9,country director
1677,Manipal-City & Guilds (MCG),0,3,software architect
1678,VRINDA TECHNOLOGIES PVT LTD,1,6,analyste
1679,Brandmovers,0,2,bus operator
1680,Papa John's India,3,6,engineering manager
1681,infibeam,3,5,research assistant professor
1682,Teppo Solutions,3,7,trial attorney
1683,Freelancer - Raj Sharma,3,7,sales team leader
1684,Sita Travels,0,3,geschäftsführerin
1685,Vtiger,0,3,senior financial accountant
1686,Xtemping,2,7,bar supervisor
1687,Desiderate HR solutions,15,20,human resource officer
1688,Samrddhi Consultancy Services (OPC) Pvt Ltd.,1,3,coordenadora pedagógica
1689,Albright LED,3,6,senior systems administrator
1690,Mahesh (India),5,7,regional account manager
1691,Doon Public School,5,10,resident engineer
1692,Vinayak InfoSoft,9,10,united kingdom | professional profile
1693,Skoruz Technologies Pvt. Ltd.,5,6,colaboradora
1694,SRI SANKARA MATRIMONY UNIT OF SRI SANKARA TV,0,1,sr administrative assistant
1695,MELTRONICS SYSTEMTECH,8,12,machine operator
1696,Indus Business Systems Limited,1,6,gepensioneerd
1697,Visual Graphics Computing Services India Pvt.Ltd,1,6,desarrollador
1698,Swan Solutions & Services Pvt. Ltd.,1,5,media
1699,Bharat Bijlee Ltd.,1,6,shipping manager
1700,Fedex TSCS India Pvt Ltd,2,5,hr executive
1701,OnGraph Technologies Limited,2,4,senior staff accountant
1702,Manoj Plastics Pvt Ltd,1,4,attorney
1703,Frontier Lifeline Hospital,2,7,structural engineer
1704,ALM Design,2,7,staffing specialist
1705,H and M Hennes and Mauritz (P) Ltd.,4,7,control room operator
1706,Live Technician Technical Solutions Pvt Ltd,0,2,houston
1707,Upgrade HR Consulting Pvt Ltd,0,5,owner/photographer
1708,SOCIAL KINNECT,3,5,electrical
1709,SnapShopr - Startup,3,5,senior portfolio manager
1710,Planman HR Pvt. Ltd.,0,3,senior scientist
1711,Aarch Solutions,1,4,certified public accountant
1712,Nextgen Clearing Pvt. Ltd.,1,5,direktor
1713,Aditech IT and Consultancy Services Pvt Ltd,1,5,regional vice president
1714,Bio Bodyfuelz,1,3,stock associate
1715,Php Expert Group Pvt. Ltd.,5,8,summer intern
1716,Pluto Technologies Pvt. Ltd,2,5,assembly line
1717,XIPHIAS Software Technologies Pvt Ltd,15,18,facilities
1718,Capillary,3,5,information specialist
1719,TeriMeriChoice,2,7,agent commercial
1720,Coextrix Technologies Pvt Ltd,2,5,campaign manager
1721,Switch Soft Technologies,2,3,assistant merchandiser
1722,Skill ventory,2,5,licensed professional counselor
1723,Honeywell,6,8,enterprise account manager
1724,Outsource2india,0,1,senior architect
1725,Droom Technology Pvt. Ltd.,0,0,skills
1726,Stryde Consulting Services,10,20,ceo & founder
1727,Accenture Services Private Limited,3,5,building engineer
1728,Indian Eagle Pvt. Ltd.,1,5,visiting faculty
1729,Amplitude Software Systems Pvt Ltd,5,10,production assistant
1730,HeaderLabs India,2,7,public relations intern
1731,HERO FINCORP,2,7,metrology
1732,Fortune Executive Search,0,5,location manager
1733,Headstart Management Consultants,3,5,gis analyst
1734,Facilities And Building Solutions Pvt. Ltd.,2,4,lead business analyst
1735,Indtex Solutions Pvt Ltd,2,4,sponsoring
1736,Smart Tech Infosystems Pvt. Ltd,4,9,arbetsledare
1737,PNB Metlife India Insurance Company Ltd.,2,5,portfolio manager
1738,Solidale Infotech Pvt.Ltd,3,8,mortgage loan originator
1739,Choice Consultants,9,14,salgsassistent
1740,STIC Travels Private Limited,10,15,environmental manager
1741,Songdew Media Pvt. Ltd.,13,17,general practitioner
1742,Ameriprise India Pvt. Ltd,5,10,beleidsmedewerker
1743,Synopsys,2,6,inhaber
1744,iPredict,2,7,lead teacher
1745,Tech Mahindra Ltd.,2,6,associate veterinarian
1746,Sedum Soft Pvt Ltd,8,10,customer service supervisor
1747,cranes software international ltd,4,8,assistant administrator
1748,Synthokem Labs Pvt.Ltd,2,6,segretaria
1749,JinKorp International Travel Services Pvt.Ltd.,1,3,store assistant
1750,Champs Tech Solutions,2,7,nursing assistant
1751,GUINESS SECURITIES LIMITED,7,10,managing member
1752,XS CAD India (Pvt.) Limited,0,5,aux administrativo
1753,Kotak Mahindra Old Mutual Life Insurance Ltd.,6,11,delivery driver
1754,Toshbro Controls Pvt. Ltd.,2,5,administrador
1755,TekBrains Pvt. Ltd,1,3,verkaufsleiter
1756,Atkom Infotech Private Limited,1,2,senior vice president
1757,"Solix Technologies, Inc.",3,5,client services coordinator
1758,Divine Pixel Codes Pvt Ltd,0,1,financial assistant
1759,Cube InfoTech,3,5,medical student
1760,CYNET SYSTEMS,2,3,translator
1761,Thermax Babcock & Wilcox Energy Solutions Private Limited (TBWES),7,12,senior network engineer
1762,Adrenalin eSystems Ltd,1,4,associate director
1763,Pan India Internet Pvt. Ltd,1,4,senior operations manager
1764,SAXO BANK,1,2,account officer
1765,Iqura,0,5,document controller
1766,Elixir Computech Pvt. Ltd.,5,10,account assistant
1767,NESTOR SOURCING INC INC,1,4,counseling intern
1768,Maple Info Solutions,1,5,product support engineer
1769,Talon Project Management Pvt. Ltd.,3,7,legislative intern
1770,iNoryaSoft Pvt Ltd,1,4,asesor financiero
1771,ABC Consultants Pvt Ltd,5,10,psychologue
1772,Clarivate Analytics,2,5,creative manager
1773,Affinity Global Inc,3,8,assistant golf professional
1774,Pyramid HR solutions,5,7,engineering co-op
1775,Arisglobal Software Pvt Ltd,7,11,project architect
1776,Iron Systems India Pvt. Ltd,1,3,farmacista
1777,Cadence Design Systems India Pvt.Ltd.,4,8,systems developer
1778,Prasha Solutions Pvt. Lt.d.,3,5,director of pharmacy
1779,Eclature Technologies,5,9,maintenance coordinator
1780,Autonum Controls Pvt. Ltd.,5,7,licensed real estate agent
1781,Kinesis Management Consultant Pvt. Ltd,2,4,trabajadora social
1782,Tradeleaves India Pvt Ltd,2,7,direttore commerciale
1783,TeamPumpkin Corporation,3,5,dependiente
1784,KORES (INDIA) LTD.,5,10,creator
1785,MVN Infrastructure Pvt. Ltd.,10,15,personal banker
1786,HP Inc.,1,6,président directeur général
1787,SoftElixir InfoTech (P) Ltd,4,9,lektor
1788,stryker,3,5,freelance editor
1789,VAS IT Solutions Pvt. Ltd.,5,8,ceo and founder
1790,Hard n Soft Technologies Pvt Ltd,1,5,captain
1791,Photon Interactive Pvt Ltd,3,4,entwicklungsingenieur
1792,Coviam Technologies - Startup,0,4,handyman
1793,Perfect Publishing Solutions,0,5,warehouse
1794,Jubilant Foodworks Limited,10,16,customer service specialist
1795,Videocon Industries Ltd,4,8,executive offr
1796,Web Planet,5,10,optician
1797,Savvysoft Technologies Pvt. Ltd.,4,9,group sales manager
1798,Titan Company Ltd.,2,7,service director
1799,Asian Contec Limited,2,6,talent acquisition coordinator
1800,Ruckus Wireless Pvt. Ltd.,4,9,sales executive
1801,Max Healthcare Institute Ltd-Saket,3,8,quality control
1802,CloudWeb Solutions,2,5,text real estate agent
1803,Zeus Marcom Services,0,3,asesora
1804,Weizmann Forex,0,1,analista de recursos humanos
1805,DAMIAN CORPORATE PRIVATE LIMITED,3,5,owner
1806,QUELABS TECHNOLOGIES PVT LTD,4,8,chief executive officer founder
1807,Zframez Technologies Pvt Ltd,5,8,lead cashier
1808,Embinsys Technologies,3,8,impiegato amministrativo
1809,Michelin India Tamilnadu Tyres Pvt Ltd,1,5,professeur des écoles
1810,ApartmentADDA,3,8,service delivery manager
1811,De Corporate Consulting Pvt. Ltd.,2,7,finance officer
1812,Neo Group,3,6,military police
1813,Koinage HR Solutions (P) ltd,12,15,educatrice
1814,moptra infotech pvt ltd.,1,3,history teacher
1815,Paarami Digital Consulting,2,5,senior sales engineer
1816,Prokarma Softech Pvt. Ltd.,1,2,gerente de compras
1817,Franklin Templeton International,3,8,assistante marketing
1818,Skylark Group,7,9,cadre commercial
1819,EUROMONITOR RESEARCH AND CONSULTING (INDIA) PRIVATE LIMITED,6,11,jefe de planta
1820,DeepRoot Linux Pvt. Ltd.,3,5,gerente financeiro
1821,Mindtree Limited,3,8,sales associate
1822,BRIDGESTONE INDIA AUTOMOTIVE PRODUCTS PVT LTD,2,5,insurance consultant
1823,Launchio Consulting,5,10,head of business development
1824,IT Convergence Professional Services Pvt. Ltd.,2,6,videographer
1825,Dynacons Systems & Solutions Ltd,1,4,assistant instructor
1826,Lera Technologies Pvt.Ltd.,2,5,geophysicist
1827,Vodafone India Services Pvt.Ltd,10,16,vice president of finance
1828,GRACE SYSTEM TECHNOLOGY LABS (INDIA) Pvt. Ltd.,3,5,food runner
1829,STEER INFORMATION TECHNOLOGIES PVT. LTD,5,6,gerente de proyecto
1830,AAS Technosoft Pvt Ltd,3,8,senior pastor
1831,Quality Solutions,3,6,corporate counsel
1832,Future Focus Infotech Pvt Ltd,5,10,esl teacher
1833,360 Degree Engineering & Consulting Services Limited,2,4,creative director
1834,ENCRAFT India Pvt. Ltd,0,3,project associate
1835,Iconium Consulting Group India Private Limited,4,9,advisory board
1836,PrimeSoft Solutions,5,10,engineering director
1837,Brij & Co.,3,8,board of advisors member
1838,HDFC Securities Ltd,2,4,software specialist
1839,Staff infotech services,2,5,impiegata
1840,E-one Technologies Pvt. Ltd.,0,5,bilingual customer service representative
1841,ShopsUp (HyperKonnect Technologies Private Limited),2,7,partner
1842,ElcoSoft Pvt. Ltd.,2,6,customer service and sales representative
1843,"Bytemark, Inc.",2,5,aprendiz
1844,KeyPoint Technologies India Pvt Ltd.,5,7,senior systems analyst
1845,Atos Pvt Ltd,2,7,autista
1846,Halma Trading & Services India,1,4,international sales manager
1847,Rolls Royce India Private Ltd.,1,4,legal adviser
1848,Jobspire,2,5,programador
1849,Prime Travels,2,3,accounts payable supervisor
1850,A-Level Placements Management Solutions,5,10,shop assistant
1851,Delta Technology and Management Services,3,8,bibliotecaria
1852,Xuburance Technologies Pvt Ltd,5,8,chief financial offr
1853,Astreya Partners,2,6,forklift operator
1854,GajShield Infotech (I) Pvt. Ltd,0,3,clerical officer
1855,3F Industries Ltd.,4,7,businessman
1856,"Egghead Creative, Inc",2,5,senior economist
1857,"Aciron Consulting, LLC.",1,6,welder
1858,E Helium Advisory Services Pvt Ltd.,0,3,assistant general manager
1859,Vibrant Solutions,2,5,disabled
1860,Mangalam Placements Pvt Ltd,5,6,client services representative
1861,mTree Software Pvt. Ltd,0,5,senior software architect
1862,Interocean Shiping Co.,1,2,qa lead
1863,Focus Educare Pvt Ltd,5,10,medical
1864,Fiorano Software Technologies Pvt. Ltd.,2,7,financial adviser
1865,APPSTUDIOZ TECHNOLOGIES PRIVATE LIMITED,4,9,assistant manager hr
1866,Tilaka Technologies Pvt Ltd,2,7,wissenschaftlicher mitarbeiter
1867,Radius Corporate Solutions (India) Private Limited,2,5,marketing and communications intern
1868,Mind Coral Services Pvt. Ltd.',7,12,betriebsleiter
1869,Ignites Human Capital Services,2,7,outside sales representative
1870,Evoke Technologies Pvt Ltd,2,7,head of communications
1871,Dr Batras Positive Health Clinic Ltd,1,6,project engineer
1872,Computer Infotech Pvt. Ltd,3,6,financial accountant
1873,HOD Consulting,2,7,electrical engineer
1874,Computer Age Management Services Pvt. Ltd.,0,5,engagement manager
1875,Salarpuria Sattva Group,3,8,internet sales manager
1876,Edventus,6,10,project management
1877,Airwoot,3,5,deck cadet
1878,Consult BI,10,15,editor in chief
1879,SRI RAJARAJESHWARI AND CO.,4,9,lehrerin
1880,brandmovers,10,15,master electrician
1881,Anvita Tours2Health Pvt. Ltd,3,5,chief information officer
1882,UVANTAGE Consultants India Private Limited,1,4,associate buyer
1883,Trisan Info Private Limited,10,15,member services
1884,Vodafone India Limited,2,5,dependienta
1885,Willis Towers Watson,1,4,analista de crédito
1886,Zomato Media Private Limited,1,4,senior managing director
1887,India Heritage Foundation,0,5,daglig leder
1888,RBS India Development Centre (P) Ltd.,0,2,analista funcional
1889,ERICSON TPA Healthcare Pvt. Ltd.,2,7,gestor comercial
1890,Talentedge,0,4,executive team leader
1891,"OVERNITE EXPRESS LTD NO-728, ANNA SALAI, NANDANAM, CHENNAI -600035 OPPS TO YMCA",10,12,freelance producer
1892,Corrival Corporate Consultants,3,8,administratief medewerkster
1893,Talacquai Consulting,6,11,business man
1894,GIIS Hyderabad,1,6,corretor de imoveis
1895,Techdivine Creative Services,1,3,administrative intern
1896,Flextronics Technologies(I) Pvt Ltd,1,5,project superintendent
1897,Tenet Technetronics,3,5,atendimento ao cliente
1898,Dreamz IMC,8,13,legal intern
1899,LM Wind Power Technologies (India) Pvt Ltd,1,6,activities director
1900,Map My Talent,5,8,purchasing executive
1901,Micromatic Machine Tools Pvt Ltd,0,1,principal investigator
1902,Sunrise House keeping Support Services P Ltd.,1,6,operations administrator
1903,Lets Corp India Pvt Ltd,2,7,vp operations
1904,RGC IT SOLUTIONS,1,5,responsable administratif et financier
1905,Bombardier Transportation India Private Limited,4,5,gerente de recursos humanos
1906,Xilinx India Technology Services Pvt. Ltd.,8,12,vikar
1907,IndiGenius HR Services Pvt Ltd,1,5,legal
1908,Cyberindigo Net Pvt. Ltd.,4,11,factory manager
1909,Mavcomm Consulting Pvt. Ltd.,2,7,professor
1910,TELEMAN INSTITUTE OF WIRELESS TECHNOLOGIES PVT LTD.,3,5,desktop support specialist
1911,Nextstag Communications Pvt. Ltd.,2,4,cocinero
1912,AmitySoft Technologies Pvt Ltd,1,6,administrative assistant ii
1913,ScrapLabs,3,5,specjalista
1914,Syscom Softech (P) Ltd.,3,8,purchasing officer
1915,Husys,1,2,gerente de operações
1916,Taurus Hard Soft Solutions Pvt. Ltd.,4,7,ingeniero de software
1917,PSIOG DIGITAL PRIVATE LIMITED,1,5,administração
1918,Global One Corporate Services,3,8,project delivery
1919,FLORET Media,5,10,web programmer
1920,High Technology Solutions,0,3,sales clerk
1921,Path Infotech Ltd,0,3,senior civil engineer
1922,Saltside,0,3,quality assurance analyst
1923,Raj Consultancy,1,3,mortgage underwriter
1924,Overseas Recruitment Consultants,1,5,driver
1925,People Gamut HR Solutions,6,11,manufacturing technician
1926,Adecco India Private Limited,4,7,clinician
1927,Target Corporation India Pvt Ltd,0,2,enumerator
1928,Bhattad group of company,0,1,business account executive
1929,WRENCH Solutions (P) Ltd,3,8,senior tax accountant
1930,PACE Global HR Consulting Services.,3,5,vice president engineering
1931,US based growing accounting services firm,2,5,patent attorney
1932,Puravankara Projects Limited,8,12,ingeniero de procesos
1933,LandMark Technologies,2,7,genius
1934,ifocus systec (india) pvt ltd,1,6,president and owner
1935,NPS Yelahanka,1,6,business office manager
1936,"Appcito, Inc.",3,8,division manager
1937,NEEMTREE INTERNET PVT LTD,4,8,it assistant
1938,Fairdeal Realtors Pvt. Ltd,2,7,founder and managing director
1939,BDH Industries Ltd.,10,15,senior administrator
1940,First Thought Consultancy Services,2,7,praktikum
1941,Mitsui O.S.K. Lines India Pvt. Ltd.,4,8,medical doctor phd
1942,Qminds Consulting Global Private Limited,2,7,group fitness instructor
1943,Apex Resource,2,5,administracion
1944,Motivity Labs,1,3,school counselor
1945,Cyberindigo Net Private Limited.,0,1,investor
1946,WITS Interactive,3,5,executive producer
1947,Nestem Technologies,0,3,field sales manager
1948,WebDev Inc.,3,6,soccer coach
1949,Origin Mouldings (P) ltd.,4,7,responsable communication
1950,Hayagreeva Consulting Pvt ltd,9,12,adjunct instructor
1951,IDS Technologies India Private Limited,6,11,restaurant general manager
1952,Quick Sort (India) Pvt.Ltd,3,8,research executive
1953,National Payments Corporation of India,2,5,owner / manager
1954,Magzter Digital Pvt Ltd,4,5,investigador
1955,thatspersonal,1,2,sales intern
1956,Sindhu Cargo Services Private Limited,5,8,head bartender
1957,Bluefin,0,3,geschäftsführender gesellschafter
1958,Aon Hewitt,5,7,representante comercial
1959,Scope International,2,7,solution consultant
1960,eGain Communications Pvt. Ltd.,3,6,residente
1961,Qua Nutrition Private Limited,0,0,sales assistant
1962,Pharmalog,8,12,ventas
1963,Blue Digital Media Pvt. Ltd.,3,5,petroleum engineer
1964,Sigma Infosolutions Ltd,2,5,procurement specialist
1965,Sneh Consultancy Services,5,10,clinical psychologist
1966,sscs world,3,8,gerente de operaciones
1967,Mildly Classic Technologies Pvt Ltd,0,2,mecânico de manutenção
1968,Vasudev AdigaÃ¢â‚¬â„¢s Fast Food (P) Ltd,5,10,senior technical consultant
1969,Compugain Solutions India Private Limited,5,10,training manager
1970,EDS Technologies Pvt. Ltd.,8,10,investigator
1971,Tanla Solutions Ltd,5,7,vendor
1972,HealthCare Global Enterprises Ltd,2,5,onderzoek
1973,Zed Lifestyle Pvt. Ltd.,6,9,health safety
1974,Adler Talent Solutions Pvt. Ltd,1,5,residential counselor
1975,Net Solutions,4,9,sous chef
1976,Network18 Media and Investments Ltd.,6,9,evp
1977,O2SPA,0,5,techniker
1978,jobs on whatsapp,1,6,project manager
1979,Rang De,2,3,reliability engineer
1980,Cinch Education,0,4,senior quantity surveyor
1981,"MapR Technologies, Inc.",2,7,chief
1982,Greenko Wind Projects Pvt Ltd,0,5,program associate
1983,REACH Sewn Technologies and Consulting Pvt. Ltd.,4,9,director of quality
1984,VDart Software Services PVT LTD,8,11,head of department
1985,Pioneer Investcorp Ltd,5,7,operador de telemarketing
1986,Baker Hughes - The Network,8,12,paraprofessional instructional aide
1987,Quaero,0,1,event planner
1988,Reval India Pvt. Ltd.,0,5,program coordinator
1989,Global Cloud Xchange Limited,16,20,doctorant
1990,United Capital Club,2,5,team leader
1991,Brain Technosys Pvt Ltd.,5,10,child care provider
1992,Global BPO,5,10,pesquisadora
1993,Nasser Overseas Consultant,2,7,leasing agent
1994,EA Water Pvt. Ltd.,4,9,vendas
1995,Plash,2,5,senior geologist
1996,VA Innova Alloy Steeltech (P) Ltd.,2,4,compradora
1997,ASSYSTEM TECHNOLOGIES INDIA PRIVATE LIMITED.,2,7,audit supervisor
1998,Provab Technosoft Pvt. Ltd,6,11,diesel mechanic
1999,Carl Zeiss India,2,3,vice chair
2000,ROUTOFY SERVICES PVT LTD.,1,6,sales & marketing executive
