exp_id,company,start_year,years,role,user_id
1549,Aaram Shop Pvt Ltd,2006,2011,bedrijfsleider,1805
1550,National Anti Doping Agency,2000,2005,restaurant manager,961
1551,Dell,2007,2012,praktikant,1618
1553,Soft Suave Technologies Pvt Ltd.,2000,2001,graphiste,429
1554,Holiday Inn Mumbai International Airport,2001,2005,intelligence analyst,466
1554,Holiday Inn Mumbai International Airport,2001,2005,intelligence analyst,799
1554,Holiday Inn Mumbai International Airport,2001,2005,intelligence analyst,1697
1555,Aasaan Retail Private Limited,2003,2006,sales area manager,417
1555,Aasaan Retail Private Limited,2003,2006,sales area manager,627
1555,Aasaan Retail Private Limited,2003,2006,sales area manager,1467
1555,Aasaan Retail Private Limited,2003,2006,sales area manager,1747
1559,Cosy Tree Pvt. Ltd,2006,2009,facilities coordinator,535
1559,Cosy Tree Pvt. Ltd,2006,2009,facilities coordinator,1138
1561,AT and T Global Business Services India P. Ltd.,2002,2007,executive coordinator,440
1561,AT and T Global Business Services India P. Ltd.,2002,2007,executive coordinator,777
1561,AT and T Global Business Services India P. Ltd.,2002,2007,executive coordinator,792
1562,Allegro Solutions,2015,2018,analista de negócios,1085
1562,Allegro Solutions,2015,2018,analista de negócios,1158
1563,Routofy Services Pvt. Ltd,2004,2009,financial manager,133
1563,Routofy Services Pvt. Ltd,2004,2009,financial manager,263
1563,Routofy Services Pvt. Ltd,2004,2009,financial manager,1459
1564,YOUR LIFESTYLE PRIVATE LIMITED,2002,2007,staff nurse,198
1564,YOUR LIFESTYLE PRIVATE LIMITED,2002,2007,staff nurse,1630
1565,Micromatic Machine Tools Pvt Ltd,2002,2006,contenidos,596
1565,Micromatic Machine Tools Pvt Ltd,2002,2006,contenidos,1684
1566,Lanxess India Pvt. Ltd,2010,2015,customer support,1184
1566,Lanxess India Pvt. Ltd,2010,2015,customer support,1226
1566,Lanxess India Pvt. Ltd,2010,2015,customer support,1717
1567,Unistanz Software Private Limited,2003,2008,diretor executivo,277
1567,Unistanz Software Private Limited,2003,2008,diretor executivo,531
1567,Unistanz Software Private Limited,2003,2008,diretor executivo,1598
1568,Innovis Telecom Services Pvt. Ltd.,2003,2006,human resources intern,687
1568,Innovis Telecom Services Pvt. Ltd.,2003,2006,human resources intern,741
1568,Innovis Telecom Services Pvt. Ltd.,2003,2006,human resources intern,1604
1570,MFX Services,2001,2003,postgraduate student,1822
1571,Quality Engineering Software Technologies Pvt. Ltd.,2002,2007,program administrator,265
1572,zNoow Technologies Pvt. Ltd,2002,2007,post-doc,313
1572,zNoow Technologies Pvt. Ltd,2002,2007,post-doc,433
1572,zNoow Technologies Pvt. Ltd,2002,2007,post-doc,514
1572,zNoow Technologies Pvt. Ltd,2002,2007,post-doc,877
1573,eMudhra Consumer Services Ltd.,2002,2007,practical,1159
1574,CellOS Software Systems Pvt Ltd.,2008,2011,ejecutivo de cuentas,52
1574,CellOS Software Systems Pvt Ltd.,2008,2011,ejecutivo de cuentas,1546
1574,CellOS Software Systems Pvt Ltd.,2008,2011,ejecutivo de cuentas,1719
1575,Cadmaxx Solution,2004,2006,verkaufsleiter,1830
1576,Triumph Systems and Solutions Pvt. Ltd,2002,2007,project management consultant,593
1577,CAPMATRIX TECHNOLOGIES,2004,2006,secretaria administrativa,1323
1577,CAPMATRIX TECHNOLOGIES,2004,2006,secretaria administrativa,1361
1578,HMS Host Services India Pvt Ltd,2004,2006,client,1325
1578,HMS Host Services India Pvt Ltd,2004,2006,client,1617
1579,Harvest Gold Industries Pvt Ltd,2004,2008,managing director,104
1579,Harvest Gold Industries Pvt Ltd,2004,2008,managing director,1857
1580,Precise Logistics Solutions,2001,2002,banquet manager,335
1580,Precise Logistics Solutions,2001,2002,banquet manager,743
1580,Precise Logistics Solutions,2001,2002,banquet manager,1443
1581,Sukhvarsha Management Services Pvt. Ltd.,2004,2006,comprador,1051
1581,Sukhvarsha Management Services Pvt. Ltd.,2004,2006,comprador,1161
1581,Sukhvarsha Management Services Pvt. Ltd.,2004,2006,comprador,1985
1582,Oakwood Premier Prestige Bangalore,2005,2010,sales support representative,226
1582,Oakwood Premier Prestige Bangalore,2005,2010,sales support representative,706
1582,Oakwood Premier Prestige Bangalore,2005,2010,sales support representative,1562
1583,Husys,2003,2005,customer care representative,590
1583,Husys,2003,2005,customer care representative,1283
1586,NITYANAND INFRASTRUCTURE LIMITED,2004,2009,account supervisor,1828
1587,St. Columbus School,2005,2008,retail sales manager,221
1588,De Core Science & Technologies Ltd,2001,2003,senior analyst,568
1589,Novo Nordisk Centre (India) Pvt Ltd,2002,2007,academic tutor,210
1589,Novo Nordisk Centre (India) Pvt Ltd,2002,2007,academic tutor,264
1589,Novo Nordisk Centre (India) Pvt Ltd,2002,2007,academic tutor,579
1589,Novo Nordisk Centre (India) Pvt Ltd,2002,2007,academic tutor,1594
1590,Aarch Solutions,2001,2003,information technology manager,700
1590,Aarch Solutions,2001,2003,information technology manager,1133
1590,Aarch Solutions,2001,2003,information technology manager,1979
1591,Texas Instruments (India) Ltd.,2002,2007,derivatives,340
1591,Texas Instruments (India) Ltd.,2002,2007,derivatives,813
1591,Texas Instruments (India) Ltd.,2002,2007,derivatives,901
1591,Texas Instruments (India) Ltd.,2002,2007,derivatives,955
1591,Texas Instruments (India) Ltd.,2002,2007,derivatives,1830
1592,Nexus Creations,2007,2008,cameraman,790
1593,IDrive Software (India) Private Limited,2000,2002,head of department,237
1593,IDrive Software (India) Private Limited,2000,2002,head of department,502
1593,IDrive Software (India) Private Limited,2000,2002,head of department,983
1593,IDrive Software (India) Private Limited,2000,2002,head of department,1080
1594,PrimeSoft Solutions,2000,2003,owner / president,164
1594,PrimeSoft Solutions,2000,2003,owner / president,1645
1595,Acmatix Solutions Private Limited,2006,2011,owner/ operator,402
1595,Acmatix Solutions Private Limited,2006,2011,owner/ operator,1089
1595,Acmatix Solutions Private Limited,2006,2011,owner/ operator,1844
1596,Investors Clinic Infratech Pvt ltd,2004,2009,equipment engineer,356
1596,Investors Clinic Infratech Pvt ltd,2004,2009,equipment engineer,414
1596,Investors Clinic Infratech Pvt ltd,2004,2009,equipment engineer,1572
1596,Investors Clinic Infratech Pvt ltd,2004,2009,equipment engineer,1865
1597,Giftech Software Solutions Pvt Ltd,2003,2008,jovem aprendiz,1588
1598,Apps Solutions Inc,2000,2001,student mentor,361
1598,Apps Solutions Inc,2000,2001,student mentor,1283
1598,Apps Solutions Inc,2000,2001,student mentor,1894
1599,quaero,2005,2007,guest service agent,208
1599,quaero,2005,2007,guest service agent,289
1600,Altura Consulting (P) Ltd,2003,2007,customer relations manager,295
1600,Altura Consulting (P) Ltd,2003,2007,customer relations manager,673
1600,Altura Consulting (P) Ltd,2003,2007,customer relations manager,710
1600,Altura Consulting (P) Ltd,2003,2007,customer relations manager,1013
1600,Altura Consulting (P) Ltd,2003,2007,customer relations manager,1409
1601,Samiti Technology Inc.,2000,2004,amministratore delegato,1517
1602,CBSI India Pvt. Ltd.,2002,2007,admin,165
1602,CBSI India Pvt. Ltd.,2002,2007,admin,319
1602,CBSI India Pvt. Ltd.,2002,2007,admin,801
1602,CBSI India Pvt. Ltd.,2002,2007,admin,1411
1603,Pioneer Investcorp Ltd,2002,2007,songwriter,1732
1603,Pioneer Investcorp Ltd,2002,2007,songwriter,1796
1604,PosterGully.com,2007,2008,principal owner,688
1605,MarketShare,2003,2007,administratör,1985
1606,Jivox Software,2002,2005,litigation paralegal,526
1606,Jivox Software,2002,2005,litigation paralegal,832
1606,Jivox Software,2002,2005,litigation paralegal,1654
1607,Umrao Hotels Resorts Pvt Ltd.,2000,2000,reconciliation,280
1607,Umrao Hotels Resorts Pvt Ltd.,2000,2000,reconciliation,978
1607,Umrao Hotels Resorts Pvt Ltd.,2000,2000,reconciliation,1382
1607,Umrao Hotels Resorts Pvt Ltd.,2000,2000,reconciliation,1718
1608,Techflow Engineers (I) Pvt. Ltd,2005,2007,clinical social,231
1608,Techflow Engineers (I) Pvt. Ltd,2005,2007,clinical social,352
1608,Techflow Engineers (I) Pvt. Ltd,2005,2007,clinical social,1206
1609,Relevance Lab Inc,2000,2005,senior clinical research associate,475
1609,Relevance Lab Inc,2000,2005,senior clinical research associate,1315
1610,Universal Carbons (India),2001,2002,gis specialist,217
1610,Universal Carbons (India),2001,2002,gis specialist,1063
1610,Universal Carbons (India),2001,2002,gis specialist,1936
1611,Solve Zone,2002,2007,construction project manager,267
1611,Solve Zone,2002,2007,construction project manager,676
1611,Solve Zone,2002,2007,construction project manager,701
1611,Solve Zone,2002,2007,construction project manager,716
1611,Solve Zone,2002,2007,construction project manager,1039
1611,Solve Zone,2002,2007,construction project manager,1262
1612,BLUE DIGITAL MEDIA PVT LTD,2013,2023,chofer,1540
1613,ikonTel,2008,2012,accounts assistant,1801
1613,ikonTel,2008,2012,accounts assistant,1964
1615,PAN India Recruiters,2003,2008,professional musician,544
1617,Social Wavelength,2002,2005,consultant senior,704
1619,TeriMeriChoice,2012,2015,lead designer,151
1619,TeriMeriChoice,2012,2015,lead designer,1961
1620,Crompton Greaves Limited,2003,2006,social media manager,321
1620,Crompton Greaves Limited,2003,2006,social media manager,401
1620,Crompton Greaves Limited,2003,2006,social media manager,816
1623,Perficient India Private Limited,2002,2005,estilista,1920
1625,Zaakpay.com.,2001,2004,civil engineering,646
1625,Zaakpay.com.,2001,2004,civil engineering,1967
1626,Nasser Overseas Consultant,2000,2004,senior quantity surveyor,889
1626,Nasser Overseas Consultant,2000,2004,senior quantity surveyor,1434
1626,Nasser Overseas Consultant,2000,2004,senior quantity surveyor,1883
1627,Master's Software Group,2000,2002,head of marketing,1228
1628,Maveric Systems Limited,2000,2003,it project manager,314
1628,Maveric Systems Limited,2000,2003,it project manager,1591
1628,Maveric Systems Limited,2000,2003,it project manager,1892
1628,Maveric Systems Limited,2000,2003,it project manager,1927
1629,Sterling Auxiliaries Private Limited,2002,2005,payroll supervisor,1126
1630,Gravitas,2005,2010,training,2
1630,Gravitas,2005,2010,training,32
1630,Gravitas,2005,2010,training,1653
1631,Flipper Clipp Power Systems Pvt Ltd,2008,2010,dhs human services,420
1631,Flipper Clipp Power Systems Pvt Ltd,2008,2010,dhs human services,873
1633,IT Limited Hotel Division,2003,2007,medical scribe,61
1633,IT Limited Hotel Division,2003,2007,medical scribe,1397
1634,ANUGRAH,2002,2004,test engineer,157
1634,ANUGRAH,2002,2004,test engineer,623
1635,Staff infotech services,2001,2004,analista,394
1635,Staff infotech services,2001,2004,analista,1274
1635,Staff infotech services,2001,2004,analista,1326
1636,Avaap,2002,2005,dispatcher,105
1637,Glim Technologies,2004,2005,deputy manager,605
1637,Glim Technologies,2004,2005,deputy manager,1714
1638,People Value Consulting,2014,2024,voorzitter,1047
1638,People Value Consulting,2014,2024,voorzitter,1382
1638,People Value Consulting,2014,2024,voorzitter,1515
1639,Educomp Raffles Higher Education Ltd.,2004,2008,nursing supervisor,708
1639,Educomp Raffles Higher Education Ltd.,2004,2008,nursing supervisor,731
1639,Educomp Raffles Higher Education Ltd.,2004,2008,nursing supervisor,865
1639,Educomp Raffles Higher Education Ltd.,2004,2008,nursing supervisor,996
1640,NETSCAPE INDIA PVT. LTD.,2012,2016,marketing consultant,1012
1640,NETSCAPE INDIA PVT. LTD.,2012,2016,marketing consultant,1346
1640,NETSCAPE INDIA PVT. LTD.,2012,2016,marketing consultant,1528
1641,OSSCube Solutions Ltd,2001,2003,senior programmer,284
1641,OSSCube Solutions Ltd,2001,2003,senior programmer,1744
1643,AIETS,2001,2005,operaria,225
1643,AIETS,2001,2005,operaria,258
1643,AIETS,2001,2005,operaria,1232
1644,Vishwa Vidyapeeth,2001,2004,front office receptionist,1936
1645,Mahendra Buildways Pvt. Ltd,2005,2009,product design engineer,113
1645,Mahendra Buildways Pvt. Ltd,2005,2009,product design engineer,838
1646,GRC CAREER CONSULTANTS PRIVATE LIMITED,2002,2005,agente,178
1646,GRC CAREER CONSULTANTS PRIVATE LIMITED,2002,2005,agente,1200
1646,GRC CAREER CONSULTANTS PRIVATE LIMITED,2002,2005,agente,1698
1647,Signature Staff India Pvt. Ltd.,2005,2010,senior quality engineer,921
1647,Signature Staff India Pvt. Ltd.,2005,2010,senior quality engineer,1430
1647,Signature Staff India Pvt. Ltd.,2005,2010,senior quality engineer,1658
1648,SKIL Travel,2004,2009,government,24
1648,SKIL Travel,2004,2009,government,618
1648,SKIL Travel,2004,2009,government,913
1648,SKIL Travel,2004,2009,government,1965
1649,Vuclip,2003,2008,business banker,558
1649,Vuclip,2003,2008,business banker,716
1650,MakeMyTrip.com,2003,2006,business process analyst,1295
1651,HyFun Foods,2004,2006,teachers assistant,140
1651,HyFun Foods,2004,2006,teachers assistant,1278
1652,1mg,2001,2005,building manager,91
1652,1mg,2001,2005,building manager,1010
1652,1mg,2001,2005,building manager,1955
1653,Xillon Infotech,2001,2003,gerente de proyecto,1820
1653,Xillon Infotech,2001,2003,gerente de proyecto,1856
1654,Optomech Engineers Pvt. Ltd,2000,2005,information analyst,29
1654,Optomech Engineers Pvt. Ltd,2000,2005,information analyst,1222
1654,Optomech Engineers Pvt. Ltd,2000,2005,information analyst,1312
1654,Optomech Engineers Pvt. Ltd,2000,2005,information analyst,1574
1655,Shashidhar Films- Startup,2005,2008,gerente propietario,490
1655,Shashidhar Films- Startup,2005,2008,gerente propietario,748
1655,Shashidhar Films- Startup,2005,2008,gerente propietario,1588
1656,Cameo Corporate Services Limited,2002,2005,translator,255
1657,TBS INDIA Telematic Biomedical Services Pvt Ltd,2001,2004,pipefitter,62
1657,TBS INDIA Telematic Biomedical Services Pvt Ltd,2001,2004,pipefitter,374
1658,ISANGO INDIA PVT. LTD.,2007,2010,ceo/owner,471
1658,ISANGO INDIA PVT. LTD.,2007,2010,ceo/owner,717
1659,Swan Solutions & Services Pvt. Ltd.,2002,2005,communication,1048
1659,Swan Solutions & Services Pvt. Ltd.,2002,2005,communication,1259
1659,Swan Solutions & Services Pvt. Ltd.,2002,2005,communication,1792
1660,webenza india pvt ltd,2002,2006,projektledare,1106
1660,webenza india pvt ltd,2002,2006,projektledare,1204
1660,webenza india pvt ltd,2002,2006,projektledare,1659
1660,webenza india pvt ltd,2002,2006,projektledare,1768
1660,webenza india pvt ltd,2002,2006,projektledare,1910
1661,YOGAM BPO,2004,2006,mba candidate,1282
1661,YOGAM BPO,2004,2006,mba candidate,1313
1661,YOGAM BPO,2004,2006,mba candidate,1974
1662,International Justice Mission,2003,2008,infrastructure engineer,372
1662,International Justice Mission,2003,2008,infrastructure engineer,1946
1663,Allans Placement services,2004,2006,hvac technician,817
1663,Allans Placement services,2004,2006,hvac technician,1685
1664,GEEK CREATIVE AGENCY,2006,2008,collections,757
1664,GEEK CREATIVE AGENCY,2006,2008,collections,884
1664,GEEK CREATIVE AGENCY,2006,2008,collections,1143
1664,GEEK CREATIVE AGENCY,2006,2008,collections,1212
1664,GEEK CREATIVE AGENCY,2006,2008,collections,1760
1665,Elmeasure India Private Ltd.,2004,2007,administrative support,1192
1668,Ikya Human Capital Solutions Pvt Ltd,2001,2005,supervisor de mantenimiento,235
1668,Ikya Human Capital Solutions Pvt Ltd,2001,2005,supervisor de mantenimiento,1960
1669,SHOPSANDHOMES.COM,2004,2008,board member,27
1669,SHOPSANDHOMES.COM,2004,2008,board member,648
1669,SHOPSANDHOMES.COM,2004,2008,board member,1960
1670,B.C Shetty & Co.,2010,2015,company commander,294
1670,B.C Shetty & Co.,2010,2015,company commander,642
1670,B.C Shetty & Co.,2010,2015,company commander,1939
1671,Techdew Groups,2002,2003,research consultant,288
1671,Techdew Groups,2002,2003,research consultant,771
1672,Ptex Solutions,2009,2013,education assistant,99
1672,Ptex Solutions,2009,2013,education assistant,1474
1673,Focus Educare Pvt Ltd,2004,2007,senior interior designer,814
1674,DHRUTHI INFRA PROJECTS LTD,2000,2005,staffing specialist,176
1674,DHRUTHI INFRA PROJECTS LTD,2000,2005,staffing specialist,1183
1675,Elegensse Corporation,2001,2003,funcionário público,236
1675,Elegensse Corporation,2001,2003,funcionário público,537
1676,Two55am Studio Pvt Ltd,2002,2007,directiesecretaresse,610
1677,ParentsSquare,2005,2007,operario,172
1677,ParentsSquare,2005,2007,operario,326
1677,ParentsSquare,2005,2007,operario,892
1679,QGraph,2005,2010,advisory board member,1151
1680,Berelabs Llp,2003,2005,notary public,293
1680,Berelabs Llp,2003,2005,notary public,589
1681,"Megaware, Inc.",2005,2010,pharmacy technician,928
1682,Kool-ex Cold Chain Limited,2004,2009,catering sales manager,1536
1683,Damco Solutions P. Ltd.,2003,2005,senior audit associate,84
1683,Damco Solutions P. Ltd.,2003,2005,senior audit associate,700
1683,Damco Solutions P. Ltd.,2003,2005,senior audit associate,718
1683,Damco Solutions P. Ltd.,2003,2005,senior audit associate,1863
1685,Nextstag Communications Pvt. Ltd.,2003,2006,accounting officer,395
1685,Nextstag Communications Pvt. Ltd.,2003,2006,accounting officer,1345
1685,Nextstag Communications Pvt. Ltd.,2003,2006,accounting officer,1741
1685,Nextstag Communications Pvt. Ltd.,2003,2006,accounting officer,1835
1686,CropIn Technology Solutions Pvt. Ltd,2000,2002,small business owner,767
1686,CropIn Technology Solutions Pvt. Ltd,2000,2002,small business owner,827
1686,CropIn Technology Solutions Pvt. Ltd,2000,2002,small business owner,1284
1687,Infotech Global India Ltd.,2002,2005,assitant manager,360
1688,First Step Studio,2001,2005,counsellor,454
1688,First Step Studio,2001,2005,counsellor,1949
1689,Bloom Consulting Services,2003,2005,engenheiro civil,697
1689,Bloom Consulting Services,2003,2005,engenheiro civil,1529
1691,Glamy,2003,2005,press operator,543
1692,Agility E Services Pvt. Ltd.,2005,2007,clinical instructor,790
1693,Goldfinch Mobile Solutions Pvt. Ltd.,2003,2005,ingénieur commercial,775
1695,Sankhya Infotech Limited,2004,2009,information systems manager,1840
1696,HR Trendz Pvt. Ltd.,2004,2009,press officer,163
1698,SIS Prosegur Holdings Private Limited,2002,2006,application engineer,1365
1698,SIS Prosegur Holdings Private Limited,2002,2006,application engineer,1745
1699,Pidilite Industries Ltd,2002,2003,owner / manager,1043
1699,Pidilite Industries Ltd,2002,2003,owner / manager,1239
1702,New Rubric Solutions,2001,2003,operations lead,403
1702,New Rubric Solutions,2001,2003,operations lead,1660
1703,Auth Bridge Research Services Pvt. Ltd.,2003,2008,head of sales and marketing,211
1704,NSD Tech,2005,2007,programmation,233
1706,Levia Technologies,2008,2010,senior product engineer,1099
1706,Levia Technologies,2008,2010,senior product engineer,1456
1706,Levia Technologies,2008,2010,senior product engineer,1866
1707,Nowfloats Technologies Pvt Ltd,2003,2005,market research intern,245
1708,Sourcebits Technologies (P) Ltd,2001,2004,head bartender,36
1708,Sourcebits Technologies (P) Ltd,2001,2004,head bartender,467
1709,Akrsk,2004,2008,second grade teacher,1264
1709,Akrsk,2004,2008,second grade teacher,1353
1709,Akrsk,2004,2008,second grade teacher,1932
1710,Meeting Minds,2003,2008,sales team leader,590
1711,ANRI SOLUTIONS HR SERVICES PVT LTD,2006,2009,purchase agent,270
1711,ANRI SOLUTIONS HR SERVICES PVT LTD,2006,2009,purchase agent,1175
1711,ANRI SOLUTIONS HR SERVICES PVT LTD,2006,2009,purchase agent,1812
1712,Kelly Services India Pvt. Ltd.,2003,2004,project accountant,1509
1713,GoldLeaf Corporation,2000,2003,field director,1435
1713,GoldLeaf Corporation,2000,2003,field director,1836
1714,Sidjobs Consultancy,2003,2008,leasing specialist,891
1714,Sidjobs Consultancy,2003,2008,leasing specialist,1082
1714,Sidjobs Consultancy,2003,2008,leasing specialist,1476
1714,Sidjobs Consultancy,2003,2008,leasing specialist,1593
1715,Xecutesmart,2003,2006,staff sergeant,1052
1716,Provab Technosoft Pvt Ltd,2005,2010,student caller,171
1717,Clay Telecom Pvt Ltd.,2003,2005,director of food and beverage,830
1718,Teach For India,2006,2011,responsable,825
1718,Teach For India,2006,2011,responsable,883
1718,Teach For India,2006,2011,responsable,1162
1719,Intellifour Software Pvt Ltd,2002,2003,staffing coordinator,339
1720,Endeavour Software Technologies,2000,2003,market analyst,390
1720,Endeavour Software Technologies,2000,2003,market analyst,925
1720,Endeavour Software Technologies,2000,2003,market analyst,1132
1721,Peopledge Consulting LLP.,2001,2002,présidente,360
1721,Peopledge Consulting LLP.,2001,2002,présidente,1007
1721,Peopledge Consulting LLP.,2001,2002,présidente,1358
1721,Peopledge Consulting LLP.,2001,2002,présidente,1798
1722,Maximaa Systems Ltd.,2006,2011,collaboratore,432
1722,Maximaa Systems Ltd.,2006,2011,collaboratore,1585
1723,Park Plaza Hotel,2002,2004,call center supervisor,989
1723,Park Plaza Hotel,2002,2004,call center supervisor,1001
1723,Park Plaza Hotel,2002,2004,call center supervisor,1817
1724,SURYA SOFTWARE SYSTEMS PVT.LTD,2007,2010,teamleider,1044
1724,SURYA SOFTWARE SYSTEMS PVT.LTD,2007,2010,teamleider,1086
1724,SURYA SOFTWARE SYSTEMS PVT.LTD,2007,2010,teamleider,1205
1724,SURYA SOFTWARE SYSTEMS PVT.LTD,2007,2010,teamleider,1511
1725,Futuronix Automation (P) LTD,2005,2008,recruiting specialist,1762
1726,Yos Technologies Private Limited,2007,2012,installer,471
1727,HRSQUARE,2002,2004,sales,1925
1728,Orchids The International School,2003,2008,accounting department,1394
1729,Orbitz Corporate and Leisure Travels (I) Pvt Ltd,2001,2003,audit manager,116
1729,Orbitz Corporate and Leisure Travels (I) Pvt Ltd,2001,2003,audit manager,380
1730,Convenient Construction and Consultancy Private Limited,2003,2005,financial director,686
1730,Convenient Construction and Consultancy Private Limited,2003,2005,financial director,720
1730,Convenient Construction and Consultancy Private Limited,2003,2005,financial director,1323
1731,PICKME eSolutions India Pvt. Ltd.,2005,2008,outros,191
1731,PICKME eSolutions India Pvt. Ltd.,2005,2008,outros,563
1731,PICKME eSolutions India Pvt. Ltd.,2005,2008,outros,1665
1733,i BIKX Technologies Pvt. Ltd.,2015,2022,audiologist,922
1734,SKAN DbyDx Software Pvt Ltd,2005,2010,apprentice electrician,147
1735,Puretech Internet Pvt. Ltd.,2005,2010,conseiller clientèle,1508
1736,Appvigil,2007,2012,ayudante,322
1736,Appvigil,2007,2012,ayudante,899
1736,Appvigil,2007,2012,ayudante,1272
1737,International Travel & Tourism Academy,2001,2004,biomedical engineer,366
1739,Skill ventory,2008,2010,counsel,502
1739,Skill ventory,2008,2010,counsel,938
1739,Skill ventory,2008,2010,counsel,1307
1740,TechnologiesIndia,2003,2007,senior lawyer,127
1740,TechnologiesIndia,2003,2007,senior lawyer,465
1740,TechnologiesIndia,2003,2007,senior lawyer,910
1740,TechnologiesIndia,2003,2007,senior lawyer,1284
1741,stayglad,2005,2010,auditor,1373
1742,Industrybuying.com,2010,2015,legal trainee,310
1742,Industrybuying.com,2010,2015,legal trainee,1140
1742,Industrybuying.com,2010,2015,legal trainee,1775
1743,Surendra Buildtech Private Limited,2005,2007,hairdresser,1737
1743,Surendra Buildtech Private Limited,2005,2007,hairdresser,1959
1744,Booyah Chicago,2006,2011,bagger,1527
1745,Synergy Consultants,2006,2008,sales negotiator,260
1745,Synergy Consultants,2006,2008,sales negotiator,1136
1745,Synergy Consultants,2006,2008,sales negotiator,1636
1745,Synergy Consultants,2006,2008,sales negotiator,1689
1746,Exito HR Solution Pvt. Ltd.,2010,2012,board of advisors member,673
1746,Exito HR Solution Pvt. Ltd.,2010,2012,board of advisors member,1265
1747,Twitter,2001,2006,ingeniero industrial,1118
1748,K M V Projects Ltd,2003,2005,restaurant supervisor,882
1748,K M V Projects Ltd,2003,2005,restaurant supervisor,1032
1749,SunHill Systems Private Limited,2003,2008,lead teller,35
1749,SunHill Systems Private Limited,2003,2008,lead teller,1188
1749,SunHill Systems Private Limited,2003,2008,lead teller,1477
1749,SunHill Systems Private Limited,2003,2008,lead teller,1827
1750,paxcel technologies,2010,2012,crew,727
1750,paxcel technologies,2010,2012,crew,800
1750,paxcel technologies,2010,2012,crew,1019
1750,paxcel technologies,2010,2012,crew,1875
1751,Hyundai Motor India Limited,2008,2010,empleado en prácticas,1032
1751,Hyundai Motor India Limited,2008,2010,empleado en prácticas,1154
1752,Jobzz Planet,2000,2005,interior design intern,915
1752,Jobzz Planet,2000,2005,interior design intern,1401
1754,CareerNet Consulting,2002,2005,research internship,367
1754,CareerNet Consulting,2002,2005,research internship,766
1754,CareerNet Consulting,2002,2005,research internship,1982
1755,Apex TG India Pvt. ltd,2006,2011,front office,828
1755,Apex TG India Pvt. ltd,2006,2011,front office,1289
1756,Confianza Executive Search Solutions,2010,2013,support intern,1271
1756,Confianza Executive Search Solutions,2010,2013,support intern,1485
1756,Confianza Executive Search Solutions,2010,2013,support intern,1929
1757,LiveOnGo,2008,2009,filmmaker,119
1757,LiveOnGo,2008,2009,filmmaker,601
1757,LiveOnGo,2008,2009,filmmaker,773
1757,LiveOnGo,2008,2009,filmmaker,931
1758,Moldtek Technologies Limited,2002,2004,litigation associate,1272
1758,Moldtek Technologies Limited,2002,2004,litigation associate,1716
1759,Cenergy MaxPowerPvt. Ltd.,2003,2005,senior assistant,1900
1760,Diginoc,2002,2005,account,151
1760,Diginoc,2002,2005,account,1171
1760,Diginoc,2002,2005,account,1554
1761,Overture Rede Private Limited.,2010,2015,stock clerk,291
1761,Overture Rede Private Limited.,2010,2015,stock clerk,1078
1761,Overture Rede Private Limited.,2010,2015,stock clerk,1155
1762,Concoct Human Resource Practioners India Pvt Ltd,2005,2010,procurement,50
1763,TRH Consultancy Services,2002,2003,work placement,620
1763,TRH Consultancy Services,2002,2003,work placement,718
1763,TRH Consultancy Services,2002,2003,work placement,1348
1764,Cytel Statistical Software & Services Pvt. Ltd.,2002,2004,microbiology researcher,38
1764,Cytel Statistical Software & Services Pvt. Ltd.,2002,2004,microbiology researcher,105
1764,Cytel Statistical Software & Services Pvt. Ltd.,2002,2004,microbiology researcher,1756
1765,Corps9 Corporate Solutions,2000,2002,civil servant,239
1765,Corps9 Corporate Solutions,2000,2002,civil servant,404
1765,Corps9 Corporate Solutions,2000,2002,civil servant,1944
1767,Infosearch BPO Services Pvt Ltd,2001,2003,estudante universitário,15
1767,Infosearch BPO Services Pvt Ltd,2001,2003,estudante universitário,65
1767,Infosearch BPO Services Pvt Ltd,2001,2003,estudante universitário,133
1767,Infosearch BPO Services Pvt Ltd,2001,2003,estudante universitário,995
1767,Infosearch BPO Services Pvt Ltd,2001,2003,estudante universitário,1276
1768,Renesas Electronic India Private Limited.,2005,2010,credit controller,124
1768,Renesas Electronic India Private Limited.,2005,2010,credit controller,843
1769,Globus IT Inc,2000,2005,brand manager,1819
1770,IT By Design,2002,2003,sales operations manager,1018
1771,Best RPO,2000,2000,senior research analyst,495
1771,Best RPO,2000,2000,senior research analyst,1740
1772,KNS Techonologies Pvt Ltd,2002,2007,ingegnere,585
1772,KNS Techonologies Pvt Ltd,2002,2007,ingegnere,648
1772,KNS Techonologies Pvt Ltd,2002,2007,ingegnere,767
1773,Aegis Associates Pvt Ltd,2001,2006,co-manager,1942
1774,UCC TOURISM SERVICES PVT. LTD,2002,2005,customer service,218
1774,UCC TOURISM SERVICES PVT. LTD,2002,2005,customer service,358
1774,UCC TOURISM SERVICES PVT. LTD,2002,2005,customer service,1430
1775,AIRPOST INDIA,2004,2009,analista de processos,454
1775,AIRPOST INDIA,2004,2009,analista de processos,1764
1776,Sydata Consulting India Pvt Ltd,2000,2002,gerente de operações,435
1776,Sydata Consulting India Pvt Ltd,2000,2002,gerente de operações,794
1776,Sydata Consulting India Pvt Ltd,2000,2002,gerente de operações,880
1776,Sydata Consulting India Pvt Ltd,2000,2002,gerente de operações,997
1776,Sydata Consulting India Pvt Ltd,2000,2002,gerente de operações,1377
